,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survival_Status
618,1,2,female,4.0,2,1,39.0,S,Survived
619,0,2,male,26.0,0,0,10.5,S,Dit not Survived
620,0,3,male,27.0,1,0,14.4542,C,Dit not Survived
621,1,1,male,42.0,1,0,52.5542,S,Survived
622,1,3,male,20.0,1,1,15.7417,C,Survived
623,0,3,male,21.0,0,0,7.8542,S,Dit not Survived
624,0,3,male,21.0,0,0,16.1,S,Dit not Survived
625,0,1,male,61.0,0,0,32.3208,S,Dit not Survived
626,0,2,male,57.0,0,0,12.35,Q,Dit not Survived
627,1,1,female,21.0,0,0,77.9583,S,Survived
628,0,3,male,26.0,0,0,7.8958,S,Dit not Survived
630,1,1,male,80.0,0,0,30.0,S,Survived
631,0,3,male,51.0,0,0,7.0542,S,Dit not Survived
632,1,1,male,32.0,0,0,30.5,C,Survived
634,0,3,female,9.0,3,2,27.9,S,Dit not Survived
635,1,2,female,28.0,0,0,13.0,S,Survived
636,0,3,male,32.0,0,0,7.925,S,Dit not Survived
637,0,2,male,31.0,1,1,26.25,S,Dit not Survived
638,0,3,female,41.0,0,5,39.6875,S,Dit not Survived
640,0,3,male,20.0,0,0,7.8542,S,Dit not Survived
641,1,1,female,24.0,0,0,69.3,C,Survived
642,0,3,female,2.0,3,2,27.9,S,Dit not Survived
644,1,3,female,0.75,2,1,19.2583,C,Survived
645,1,1,male,48.0,1,0,76.7292,C,Survived
646,0,3,male,19.0,0,0,7.8958,S,Dit not Survived
647,1,1,male,56.0,0,0,35.5,C,Survived
649,1,3,female,23.0,0,0,7.55,S,Survived
651,1,2,female,18.0,0,1,23.0,S,Survived
652,0,3,male,21.0,0,0,8.4333,S,Dit not Survived
654,0,3,female,18.0,0,0,6.75,Q,Dit not Survived
655,0,2,male,24.0,2,0,73.5,S,Dit not Survived
657,0,3,female,32.0,1,1,15.5,Q,Dit not Survived
658,0,2,male,23.0,0,0,13.0,S,Dit not Survived
659,0,1,male,58.0,0,2,113.275,C,Dit not Survived
660,1,1,male,50.0,2,0,133.65,S,Survived
661,0,3,male,40.0,0,0,7.225,C,Dit not Survived
662,0,1,male,47.0,0,0,25.5875,S,Dit not Survived
663,0,3,male,36.0,0,0,7.4958,S,Dit not Survived
664,1,3,male,20.0,1,0,7.925,S,Survived
665,0,2,male,32.0,2,0,73.5,S,Dit not Survived
666,0,2,male,25.0,0,0,13.0,S,Dit not Survived
668,0,3,male,43.0,0,0,8.05,S,Dit not Survived
670,1,2,female,40.0,1,1,39.0,S,Survived
671,0,1,male,31.0,1,0,52.0,S,Dit not Survived
672,0,2,male,70.0,0,0,10.5,S,Dit not Survived
673,1,2,male,31.0,0,0,13.0,S,Survived
675,0,3,male,18.0,0,0,7.775,S,Dit not Survived
676,0,3,male,24.5,0,0,8.05,S,Dit not Survived
677,1,3,female,18.0,0,0,9.8417,S,Survived
678,0,3,female,43.0,1,6,46.9,S,Dit not Survived
681,1,1,male,27.0,0,0,76.7292,C,Survived
682,0,3,male,20.0,0,0,9.225,S,Dit not Survived
683,0,3,male,14.0,5,2,46.9,S,Dit not Survived
684,0,2,male,60.0,1,1,39.0,S,Dit not Survived
685,0,2,male,25.0,1,2,41.5792,C,Dit not Survived
686,0,3,male,14.0,4,1,39.6875,S,Dit not Survived
687,0,3,male,19.0,0,0,10.1708,S,Dit not Survived
688,0,3,male,18.0,0,0,7.7958,S,Dit not Survived
689,1,1,female,15.0,0,1,211.3375,S,Survived
690,1,1,male,31.0,1,0,57.0,S,Survived
691,1,3,female,4.0,0,1,13.4167,C,Survived
693,0,3,male,25.0,0,0,7.225,C,Dit not Survived
694,0,1,male,60.0,0,0,26.55,S,Dit not Survived
695,0,2,male,52.0,0,0,13.5,S,Dit not Survived
696,0,3,male,44.0,0,0,8.05,S,Dit not Survived
698,0,1,male,49.0,1,1,110.8833,C,Dit not Survived
699,0,3,male,42.0,0,0,7.65,S,Dit not Survived
700,1,1,female,18.0,1,0,227.525,C,Survived
701,1,1,male,35.0,0,0,26.2875,S,Survived
702,0,3,female,18.0,0,1,14.4542,C,Dit not Survived
703,0,3,male,25.0,0,0,7.7417,Q,Dit not Survived
704,0,3,male,26.0,1,0,7.8542,S,Dit not Survived
705,0,2,male,39.0,0,0,26.0,S,Dit not Survived
706,1,2,female,45.0,0,0,13.5,S,Survived
707,1,1,male,42.0,0,0,26.2875,S,Survived
708,1,1,female,22.0,0,0,151.55,S,Survived
710,1,1,female,24.0,0,0,49.5042,C,Survived
712,1,1,male,48.0,1,0,52.0,S,Survived
713,0,3,male,29.0,0,0,9.4833,S,Dit not Survived
714,0,2,male,52.0,0,0,13.0,S,Dit not Survived
715,0,3,male,19.0,0,0,7.65,S,Dit not Survived
716,1,1,female,38.0,0,0,227.525,C,Survived
717,1,2,female,27.0,0,0,10.5,S,Survived
719,0,3,male,33.0,0,0,7.775,S,Dit not Survived
720,1,2,female,6.0,0,1,33.0,S,Survived
721,0,3,male,17.0,1,0,7.0542,S,Dit not Survived
722,0,2,male,34.0,0,0,13.0,S,Dit not Survived
723,0,2,male,50.0,0,0,13.0,S,Dit not Survived
724,1,1,male,27.0,1,0,53.1,S,Survived
725,0,3,male,20.0,0,0,8.6625,S,Dit not Survived
726,1,2,female,30.0,3,0,21.0,S,Survived
728,0,2,male,25.0,1,0,26.0,S,Dit not Survived
729,0,3,female,25.0,1,0,7.925,S,Dit not Survived
730,1,1,female,29.0,0,0,211.3375,S,Survived
731,0,3,male,11.0,0,0,18.7875,C,Dit not Survived
733,0,2,male,23.0,0,0,13.0,S,Dit not Survived
734,0,2,male,23.0,0,0,13.0,S,Dit not Survived
735,0,3,male,28.5,0,0,16.1,S,Dit not Survived
736,0,3,female,48.0,1,3,34.375,S,Dit not Survived
741,0,1,male,36.0,1,0,78.85,S,Dit not Survived
742,1,1,female,21.0,2,2,262.375,C,Survived
743,0,3,male,24.0,1,0,16.1,S,Dit not Survived
744,1,3,male,31.0,0,0,7.925,S,Survived
745,0,1,male,70.0,1,1,71.0,S,Dit not Survived
746,0,3,male,16.0,1,1,20.25,S,Dit not Survived
747,1,2,female,30.0,0,0,13.0,S,Survived
748,0,1,male,19.0,1,0,53.1,S,Dit not Survived
749,0,3,male,31.0,0,0,7.75,Q,Dit not Survived
750,1,2,female,4.0,1,1,23.0,S,Survived
751,1,3,male,6.0,0,1,12.475,S,Survived
752,0,3,male,33.0,0,0,9.5,S,Dit not Survived
753,0,3,male,23.0,0,0,7.8958,S,Dit not Survived
754,1,2,female,48.0,1,2,65.0,S,Survived
755,1,2,male,0.67,1,1,14.5,S,Survived
756,0,3,male,28.0,0,0,7.7958,S,Dit not Survived
757,0,2,male,18.0,0,0,11.5,S,Dit not Survived
758,0,3,male,34.0,0,0,8.05,S,Dit not Survived
759,1,1,female,33.0,0,0,86.5,S,Survived
761,0,3,male,41.0,0,0,7.125,S,Dit not Survived
762,1,3,male,20.0,0,0,7.2292,C,Survived
763,1,1,female,36.0,1,2,120.0,S,Survived
764,0,3,male,16.0,0,0,7.775,S,Dit not Survived
765,1,1,female,51.0,1,0,77.9583,S,Survived
767,0,3,female,30.5,0,0,7.75,Q,Dit not Survived
769,0,3,male,32.0,0,0,8.3625,S,Dit not Survived
770,0,3,male,24.0,0,0,9.5,S,Dit not Survived
771,0,3,male,48.0,0,0,7.8542,S,Dit not Survived
772,0,2,female,57.0,0,0,10.5,S,Dit not Survived
774,1,2,female,54.0,1,3,23.0,S,Survived
775,0,3,male,18.0,0,0,7.75,S,Dit not Survived
777,1,3,female,5.0,0,0,12.475,S,Survived
779,1,1,female,43.0,0,1,211.3375,S,Survived
780,1,3,female,13.0,0,0,7.2292,C,Survived
781,1,1,female,17.0,1,0,57.0,S,Survived
782,0,1,male,29.0,0,0,30.0,S,Dit not Survived
784,0,3,male,25.0,0,0,7.05,S,Dit not Survived
785,0,3,male,25.0,0,0,7.25,S,Dit not Survived
786,1,3,female,18.0,0,0,7.4958,S,Survived
787,0,3,male,8.0,4,1,29.125,Q,Dit not Survived
788,1,3,male,1.0,1,2,20.575,S,Survived
789,0,1,male,46.0,0,0,79.2,C,Dit not Survived
791,0,2,male,16.0,0,0,26.0,S,Dit not Survived
794,0,3,male,25.0,0,0,7.8958,S,Dit not Survived
795,0,2,male,39.0,0,0,13.0,S,Dit not Survived
796,1,1,female,49.0,0,0,25.9292,S,Survived
797,1,3,female,31.0,0,0,8.6833,S,Survived
798,0,3,male,30.0,0,0,7.2292,C,Dit not Survived
799,0,3,female,30.0,1,1,24.15,S,Dit not Survived
800,0,2,male,34.0,0,0,13.0,S,Dit not Survived
801,1,2,female,31.0,1,1,26.25,S,Survived
802,1,1,male,11.0,1,2,120.0,S,Survived
803,1,3,male,0.42,0,1,8.5167,C,Survived
804,1,3,male,27.0,0,0,6.975,S,Survived
805,0,3,male,31.0,0,0,7.775,S,Dit not Survived
806,0,1,male,39.0,0,0,0.0,S,Dit not Survived
807,0,3,female,18.0,0,0,7.775,S,Dit not Survived
808,0,2,male,39.0,0,0,13.0,S,Dit not Survived
809,1,1,female,33.0,1,0,53.1,S,Survived
810,0,3,male,26.0,0,0,7.8875,S,Dit not Survived
811,0,3,male,39.0,0,0,24.15,S,Dit not Survived
812,0,2,male,35.0,0,0,10.5,S,Dit not Survived
813,0,3,female,6.0,4,2,31.275,S,Dit not Survived
814,0,3,male,30.5,0,0,8.05,S,Dit not Survived
816,0,3,female,23.0,0,0,7.925,S,Dit not Survived
817,0,2,male,31.0,1,1,37.0042,C,Dit not Survived
818,0,3,male,43.0,0,0,6.45,S,Dit not Survived
819,0,3,male,10.0,3,2,27.9,S,Dit not Survived
820,1,1,female,52.0,1,1,93.5,S,Survived
821,1,3,male,27.0,0,0,8.6625,S,Survived
822,0,1,male,38.0,0,0,0.0,S,Dit not Survived
823,1,3,female,27.0,0,1,12.475,S,Survived
824,0,3,male,2.0,4,1,39.6875,S,Dit not Survived
827,1,2,male,1.0,0,2,37.0042,C,Survived
830,1,3,female,15.0,1,0,14.4542,C,Survived
831,1,2,male,0.83,1,1,18.75,S,Survived
833,0,3,male,23.0,0,0,7.8542,S,Dit not Survived
834,0,3,male,18.0,0,0,8.3,S,Dit not Survived
835,1,1,female,39.0,1,1,83.1583,C,Survived
836,0,3,male,21.0,0,0,8.6625,S,Dit not Survived
838,1,3,male,32.0,0,0,56.4958,S,Survived
840,0,3,male,20.0,0,0,7.925,S,Dit not Survived
841,0,2,male,16.0,0,0,10.5,S,Dit not Survived
842,1,1,female,30.0,0,0,31.0,C,Survived
843,0,3,male,34.5,0,0,6.4375,C,Dit not Survived
844,0,3,male,17.0,0,0,8.6625,S,Dit not Survived
845,0,3,male,42.0,0,0,7.55,S,Dit not Survived
847,0,3,male,35.0,0,0,7.8958,C,Dit not Survived
848,0,2,male,28.0,0,1,33.0,S,Dit not Survived
850,0,3,male,4.0,4,2,31.275,S,Dit not Survived
851,0,3,male,74.0,0,0,7.775,S,Dit not Survived
852,0,3,female,9.0,1,1,15.2458,C,Dit not Survived
853,1,1,female,16.0,0,1,39.4,S,Survived
854,0,2,female,44.0,1,0,26.0,S,Dit not Survived
855,1,3,female,18.0,0,1,9.35,S,Survived
856,1,1,female,45.0,1,1,164.8667,S,Survived
857,1,1,male,51.0,0,0,26.55,S,Survived
858,1,3,female,24.0,0,3,19.2583,C,Survived
860,0,3,male,41.0,2,0,14.1083,S,Dit not Survived
861,0,2,male,21.0,1,0,11.5,S,Dit not Survived
862,1,1,female,48.0,0,0,25.9292,S,Survived
864,0,2,male,24.0,0,0,13.0,S,Dit not Survived
865,1,2,female,42.0,0,0,13.0,S,Survived
866,1,2,female,27.0,1,0,13.8583,C,Survived
867,0,1,male,31.0,0,0,50.4958,S,Dit not Survived
869,1,3,male,4.0,1,1,11.1333,S,Survived
870,0,3,male,26.0,0,0,7.8958,S,Dit not Survived
871,1,1,female,47.0,1,1,52.5542,S,Survived
872,0,1,male,33.0,0,0,5.0,S,Dit not Survived
873,0,3,male,47.0,0,0,9.0,S,Dit not Survived
874,1,2,female,28.0,1,0,24.0,C,Survived
875,1,3,female,15.0,0,0,7.225,C,Survived
876,0,3,male,20.0,0,0,9.8458,S,Dit not Survived
877,0,3,male,19.0,0,0,7.8958,S,Dit not Survived
879,1,1,female,56.0,0,1,83.1583,C,Survived
880,1,2,female,25.0,0,1,26.0,S,Survived
881,0,3,male,33.0,0,0,7.8958,S,Dit not Survived
882,0,3,female,22.0,0,0,10.5167,S,Dit not Survived
883,0,2,male,28.0,0,0,10.5,S,Dit not Survived
884,0,3,male,25.0,0,0,7.05,S,Dit not Survived
885,0,3,female,39.0,0,5,29.125,Q,Dit not Survived
886,0,2,male,27.0,0,0,13.0,S,Dit not Survived
887,1,1,female,19.0,0,0,30.0,S,Survived
889,1,1,male,26.0,0,0,30.0,C,Survived
890,0,3,male,32.0,0,0,7.75,Q,Dit not Survived
