LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDaysYr,AmtPaid36,AmtPaid60,AmtPaid360,LoanStatus
252,LoanID_252,Product A,Female,Location 39,Region 6,20250,20/11/2019,1000,55,365,900,2025,17020,Active
253,LoanID_253,Product D,Female,Location 149,Region 6,21250,05/05/2017,2200,55,365,3900,4975,20650,Active
254,LoanID_254,Product A,Male,Location 49,Region 3,23250,16/02/2020,5000,55,365,7600,7425,17210,Active
255,LoanID_255,Product A,Female,Location 58,Region 2,20250,17/11/2019,1000,55,365,850,1975,16250,Active
256,LoanID_256,Product A,Male,Location 32,Region 7,23250,22/07/2019,5000,55,365,5910,7205,22900,Active
257,LoanID_257,Product A,Female,Location 44,Region 6,23250,21/02/2020,5000,55,365,6100,8175,22250,Active
258,LoanID_258,Product A,Male,Location 587,Region 3,23250,23/08/2019,5000,55,365,5700,6310,13715,Active
259,LoanID_259,Product B,Female,Location 129,Region 15,17600,23/01/2018,2200,45,365,3781,4806,14831,Active
260,LoanID_260,Product D,Male,Location 26,Region 4,21250,23/06/2017,2200,55,365,3401,4676,19351,Active
261,LoanID_261,Product B,Male,Location 58,Region 6,17600,27/10/2018,2200,45,365,4181,4606,14841,Active
262,LoanID_262,Product B,Male,Location 454,Region 6,17600,02/08/2018,2200,45,365,2850,3755,16070,Active
263,LoanID_263,Product B,Male,Location 45,Region 5,17600,08/11/2018,2200,45,365,3061,3846,12699,
264,LoanID_264,Product A,Female,Location 30,Region 15,20250,07/12/2019,1000,55,365,550,1625,10370,Active
265,LoanID_265,Product B,NotSpecified,Location 22,Region 11,17600,07/06/2018,2200,45,365,4020,5045,15500,Active
266,LoanID_266,Product B,NotSpecified,Location 19,Region 4,17600,16/02/2018,2200,45,365,4701,5026,16151,Active
267,LoanID_267,Product C,Male,Location 88,Region 6,16600,06/03/2017,1000,45,365,2400,3225,14000,Active
268,LoanID_268,Product B,Female,Location 8,Region 1,17600,03/10/2018,2200,45,365,3361,4226,16049,Active
269,LoanID_269,Product A,Male,Location 62,Region 4,23250,26/07/2019,5000,55,365,5500,6725,19550,Active
270,LoanID_270,Product A,Male,Location 26,Region 3,20250,13/10/2019,1000,55,365,1850,3275,18250,Active
271,LoanID_271,Product A,Female,Location 91,Region 2,,02/01/2020,5000,55,365,5550,6925,21750,Active
272,LoanID_272,Product A,Male,Location 97,Region 3,23250,01/02/2020,5000,55,365,5100,4925,14450,Active
273,LoanID_273,Product C,Female,Location 114,Region 7,16600,05/01/2017,1000,45,365,2280,3365,12740,Active
274,LoanID_274,Product C,Male,Location 61,Region 2,16600,11/08/2016,1000,45,365,2120,2985,10220,Active
275,LoanID_275,Product B,Male,Location 233,Region 3,17600,24/01/2018,2200,45,365,3101,3326,6241,Active
276,LoanID_276,Product A,Male,Location 30,Region 2,20250,09/08/2019,1000,55,365,650,1075,11770,Active
277,LoanID_277,Product B,NotSpecified,Location 49,Region 6,17600,27/03/2018,2200,45,365,3501,4206,16428,Active
278,LoanID_278,Product E,Female,Location 78,Region 3,55625,20/02/2020,8000,120,365,12101,15676,39626,Active
279,LoanID_279,Product B,Male,Location 61,Region 1,17600,23/05/2018,2200,45,365,3500,4485,17110,Active
280,LoanID_280,Product B,Male,Location 543,Region 7,17600,21/06/2018,2200,45,365,6620,8705,17570,Active
281,LoanID_281,Product B,Female,Location 25,Region 3,17600,08/04/2019,2200,45,365,3160,4215,15290,Active
282,LoanID_282,Product A,Male,Location 88,Region 1,20250,27/12/2019,1000,55,365,550,1975,13000,Active
283,LoanID_283,Product A,Male,Location 3,Region 6,23250,13/07/2019,5000,55,365,5950,6575,18850,
284,LoanID_284,Product A,Male,Location 489,Region 6,23250,11/04/2020,5000,55,365,5650,6825,16950,Active
285,LoanID_285,Product B,Male,Location 30,Region 6,17600,23/07/2018,2200,45,365,3519,4544,15469,Active
286,LoanID_286,Product A,Male,Location 60,Region 1,20250,12/11/2019,1000,55,365,900,2125,18550,Active
287,LoanID_287,Product A,Female,Location 67,Region 4,20250,07/06/2020,1000,55,365,-2000,-1275,8520,Active
288,LoanID_288,Product C,Male,Location 52,Region 5,16600,07/02/2017,1000,45,365,2410,3355,14940,Active
289,LoanID_289,Product E,Male,Location 38,Region 1,55625,06/05/2020,8000,120,365,12426,16501,46076,Active
290,LoanID_290,Product B,Female,Location 11,Region 3,17600,05/10/2018,2200,45,365,2981,4006,12901,Active
291,LoanID_291,Product B,Male,Location 113,Region 12,17600,30/10/2018,2200,45,365,3101,4006,11861,Active
292,LoanID_292,Product C,Male,Location 548,Region 8,16600,31/01/2017,1000,45,365,2000,3345,15650,Active
293,LoanID_293,Product D,Male,Location 161,Region 3,21250,10/11/2017,2200,55,365,3500,4675,18240,Active
294,LoanID_294,Product A,Female,Location 15,Region 1,20250,11/11/2019,1000,55,365,850,2275,12450,Active
295,LoanID_295,Product A,Female,Location 240,Region 4,20250,12/03/2020,1000,55,365,-1650,-475,14550,Active
296,LoanID_296,Product C,Male,Location 658,Region 3,16600,31/01/2017,1000,45,365,2180,3205,13560,Active
297,LoanID_297,Product C,Female,Location 94,Region 7,16600,05/02/2017,1000,45,365,2160,3065,9300,Active
298,LoanID_298,Product A,Female,Location 67,Region 1,20250,18/05/2020,1000,55,365,-2050,-825,4600,Active
299,LoanID_299,Product B,Male,Location 10,Region 6,17600,31/03/2019,2200,45,365,3501,4826,15561,Active
300,LoanID_300,Product D,Male,Location 113,Region 2,21250,26/09/2017,2200,55,365,3800,4925,16850,Active
301,LoanID_301,Product A,Female,Location 73,Region 2,21750,27/09/2019,3000,55,365,2220,3395,15095,Active
302,LoanID_302,Product B,NotSpecified,Location 87,Region 3,17600,19/02/2019,2200,45,365,3681,4556,17271,Active
303,LoanID_303,Product B,Male,Location 209,Region 2,17600,20/02/2018,2200,45,365,3520,4305,16420,Active
304,LoanID_304,Product B,Male,Location 151,Region 2,17600,24/11/2018,2200,45,365,3321,4346,17541,Active
305,LoanID_305,Product A,Male,Location 12,Region 2,23250,29/05/2019,5000,55,365,5600,6825,22550,Active
306,LoanID_306,Product B,Male,Location 53,Region 3,17600,20/04/2018,2200,45,365,3501,5726,11723,Active
307,LoanID_307,Product A,Male,Location 26,Region 2,23250,31/12/2019,5000,55,365,5550,6725,15650,Active
308,LoanID_308,Product A,Male,Location 192,Region 1,21250,16/01/2020,2200,55,365,1565,2990,11915,Active
309,LoanID_309,Product B,Male,Location 364,Region 6,17600,12/01/2019,2200,45,365,3355,4327,16790,Active
310,LoanID_310,Product A,Male,Location 33,Region 6,20250,12/01/2020,1000,55,365,300,825,4500,Active
311,LoanID_311,Product A,Female,Location 30,Region 1,23250,31/05/2019,5000,55,365,5640,6575,17730,Active
312,LoanID_312,Product B,Male,Location 39,Region 4,17600,01/06/2019,2200,45,365,6681,8706,16181,Active
313,LoanID_313,Product C,Male,Location 18,Region 7,16600,15/11/2016,1000,45,365,2300,3223,12938,Active
314,LoanID_314,Product B,Female,Location 45,Region 6,17600,13/04/2019,2200,45,365,6101,5926,12531,Active
315,LoanID_315,Product B,Male,Location 8,Region 3,17600,03/10/2018,2200,45,365,3801,4226,11201,Active
316,LoanID_316,Product C,Female,Location 503,Region 3,16600,09/12/2016,1000,45,365,2300,3325,15730,Active
317,LoanID_317,Product B,Male,Location 46,Region 3,17600,23/02/2019,2200,45,365,3460,4165,13290,Active
318,LoanID_318,Product D,Male,Location 61,Region 4,21250,06/06/2017,2200,55,365,3401,5066,12761,Active
319,LoanID_319,Product A,Male,Location 19,Region 6,20250,24/04/2020,1000,55,365,-1750,-475,12450,Active
320,LoanID_320,Product D,Male,Location 70,Region 3,21250,09/01/2018,2200,55,365,6551,7526,13151,Active
321,LoanID_321,Product B,Male,Location 482,Region 7,17600,24/02/2018,2200,45,365,3141,4166,17001,Active
322,LoanID_322,Product A,Male,Location 30,Region 6,23250,07/03/2020,5000,55,365,4440,4715,12138,Active
323,LoanID_323,Product B,Female,Location 460,Region 2,17600,24/01/2019,2200,45,365,3101,3926,11381,Active
324,LoanID_324,Product A,Male,Location 67,Region 6,23250,07/06/2020,5000,55,365,5400,6675,19350,Active
325,LoanID_325,Product A,Male,Location 22,Region 3,23250,15/08/2019,5000,55,365,5480,6695,20005,Active
326,LoanID_326,Product A,Female,Location 60,Region 3,20250,13/12/2019,1000,55,365,600,1475,17550,Active
327,LoanID_327,Product E,Male,Location 37,Region 3,55625,10/04/2020,8000,120,365,10101,10426,25126,Active
328,LoanID_328,Product C,Male,Location 71,Region 3,14775,06/01/2018,1000,30,365,2350,3400,9065,Active
329,LoanID_329,Product B,Male,Location 91,Region 3,17600,23/04/2018,2200,45,365,3501,4286,12101,Active
330,LoanID_330,Product B,Male,Location 10,Region 6,16300,24/03/2019,2200,45,365,3601,4326,15151,Active
331,LoanID_331,Product A,Female,Location 46,Region 3,,02/10/2019,5000,55,365,5220,5895,12530,Active
332,LoanID_332,Product A,Male,Location 8,Region 6,20450,02/10/2019,3000,55,365,2300,3525,17455,Active
333,LoanID_333,Product B,Male,Location 377,Region 5,16300,07/04/2018,2200,45,365,3361,4526,15781,
334,LoanID_334,Product A,Female,Location 3,Region 8,18950,24/01/2020,1000,55,365,450,1575,11305,Active
335,LoanID_335,Product A,Male,Location 350,Region 4,21950,05/07/2019,5000,55,365,5450,6725,20405,Active
336,LoanID_336,Product A,Male,Location 350,Region 2,19950,31/07/2020,2200,55,365,1850,3325,14695,Active
337,LoanID_337,Product A,Female,Location 3,Region 6,21950,12/02/2020,5000,55,365,5350,6625,17800,Active
338,LoanID_338,Product A,Female,Location 69,Region 10,18950,19/12/2019,1000,55,365,550,1775,16700,Active
339,LoanID_339,Product B,Female,Location 21,Region 1,16300,28/07/2018,2200,45,365,3580,4085,15760,Active
340,LoanID_340,Product C,Male,Location 30,Region 3,15300,09/02/2017,1000,45,365,2300,3125,14380,Active
341,LoanID_341,Product A,Male,Location 258,Region 1,19950,30/06/2020,2200,55,365,2751,3076,7801,Active
342,LoanID_342,Product A,Male,Location 204,Region 3,21950,22/05/2019,5000,55,365,5450,6475,15350,Active
343,LoanID_343,Product A,Female,Location 124,Region 6,21950,27/12/2019,5000,55,365,5400,6525,21350,Active
344,LoanID_344,Product B,NotSpecified,Location 62,Region 6,16300,06/12/2018,2200,45,365,3221,5306,16281,Active
345,LoanID_345,Product A,Male,Location 168,Region 2,21950,10/03/2020,5000,55,365,4350,4175,8400,Active
346,LoanID_346,Product D,Male,Location 35,Region 13,19950,13/10/2017,2200,55,365,3850,3875,5850,Active
347,LoanID_347,Product B,Female,Location 89,Region 6,16300,31/12/2018,2200,45,365,3301,4226,13191,Active
348,LoanID_348,Product A,Male,Location 296,Region 3,21950,20/06/2020,5000,55,365,5450,6775,16150,Active
349,LoanID_349,Product A,Male,Location 17,Region 1,18950,12/11/2019,1000,55,365,750,1925,17350,Active
350,LoanID_350,Product B,Male,Location 144,Region 1,16300,20/10/2018,2200,45,365,4001,4326,16961,Active
351,LoanID_351,Product B,Male,Location 111,Region 6,16300,30/01/2019,2200,45,365,3140,4165,10760,Active
352,LoanID_352,Product C,Male,Location 30,Region 2,15300,27/08/2016,1000,45,365,3100,3875,15900,Active
353,LoanID_353,Product A,Female,Location 111,Region 7,18950,21/11/2019,1000,55,365,650,1375,8560,Active
354,LoanID_354,Product B,Male,Location 29,Region 1,16300,14/12/2018,2200,45,365,3220,3885,10040,Active
355,LoanID_355,Product A,NotSpecified,Location 6,Region 6,19950,13/12/2019,2200,55,365,1351,3426,16201,Active
356,LoanID_356,Product B,Female,Location 136,Region 3,16300,24/01/2019,2200,45,365,3421,4146,13541,Active
357,LoanID_357,Product A,Male,Location 91,Region 6,21950,05/06/2020,5000,55,365,5700,7025,16400,Active
358,LoanID_358,Product B,Female,Location 86,Region 3,16300,29/03/2019,2200,45,365,3501,4166,17221,Active
359,LoanID_359,Product C,Female,Location 23,Region 6,15300,04/12/2016,1000,45,365,2280,3265,16105,Active
360,LoanID_360,Product A,Male,Location 91,Region 6,19950,18/07/2020,2200,55,365,1701,2946,12211,Active
361,LoanID_361,Product A,Male,Location 88,Region 7,21950,09/12/2019,5000,55,365,5200,5775,11650,Active
362,LoanID_362,Product D,Female,Location 28,Region 6,19950,19/12/2017,2200,55,365,6601,7926,19001,Active
363,LoanID_363,Product B,Female,Location 86,Region 4,16300,06/05/2019,2200,45,365,3380,4245,17420,Active
364,LoanID_364,Product A,Male,Location 91,Region 6,21950,08/09/2019,5000,55,365,5350,5925,15900,Active
365,LoanID_365,Product B,Female,Location 25,Region 2,16300,29/03/2018,2200,45,365,3360,4225,17213,Active
366,LoanID_366,Product B,NotSpecified,Location 45,Region 2,16300,11/12/2018,2200,45,365,2341,2526,9171,Active
367,LoanID_367,Product B,Female,Location 49,Region 2,16300,14/03/2018,2200,45,365,3201,4226,12241,Active
368,LoanID_368,Product D,Female,Location 39,Region 6,19950,27/10/2017,2200,55,365,3500,4775,20750,Active
369,LoanID_369,Product B,Female,Location 111,Region 2,16300,29/03/2018,2200,45,365,3901,3726,15601,Active
370,LoanID_370,Product B,Female,Location 17,Region 6,16300,25/04/2018,2200,45,365,3501,4326,16061,Active
371,LoanID_371,Product B,Male,Location 153,Region 6,16300,03/04/2018,2200,45,365,3421,4346,16791,Active
372,LoanID_372,Product A,Female,Location 188,Region 14,18950,08/04/2020,1000,55,365,-1850,-575,14900,Active
373,LoanID_373,Product D,Female,Location 99,Region 2,19950,21/09/2017,2200,55,365,3851,4841,14066,
374,LoanID_374,Product B,Female,Location 25,Region 2,16300,20/04/2019,2200,45,365,3501,4326,16461,Active
375,LoanID_375,Product B,Female,Location 9,Region 7,16300,29/03/2019,2200,45,365,2861,3886,13431,Active
376,LoanID_376,Product A,Male,Location 132,Region 1,21950,04/07/2019,5000,55,365,6200,7525,14500,Active
377,LoanID_377,Product A,Female,Location 22,Region 2,18950,14/03/2020,1000,55,365,-1650,-325,16250,Active
378,LoanID_378,Product A,Female,Location 427,Region 2,21950,22/04/2020,5000,55,365,5400,6975,22300,Active
379,LoanID_379,Product B,Female,Location 17,Region 2,16300,05/12/2018,2200,45,365,3601,4926,17371,Active
380,LoanID_380,Product A,Female,Location 118,Region 3,18950,09/01/2020,1000,55,365,1150,2175,18000,Active
381,LoanID_381,Product A,Male,Location 161,Region 3,,22/04/2020,1000,55,365,-1880,-755,3420,Active
382,LoanID_382,Product A,Male,Location 460,Region 4,19950,25/01/2020,2200,55,365,1401,1826,9501,Active
383,LoanID_383,Product A,Male,Location 45,Region 3,20450,27/09/2019,3000,55,365,2000,2875,8700,Active
384,LoanID_384,Product B,Male,Location 87,Region 10,16300,21/04/2018,2200,45,365,3340,4045,13570,Active
385,LoanID_385,Product B,Male,Location 21,Region 5,16300,07/10/2018,2200,45,365,3521,4546,14291,Active
386,LoanID_386,Product B,Female,Location 127,Region 6,16300,14/03/2018,2200,45,365,3501,4246,15501,Active
387,LoanID_387,Product B,Female,Location 145,Region 6,16300,21/08/2018,2200,45,365,3871,4556,16011,Active
388,LoanID_388,Product A,Male,Location 69,Region 3,19950,22/07/2020,2200,55,365,1651,2626,7351,Active
389,LoanID_389,Product B,Female,Location 30,Region 1,16300,20/02/2019,2200,45,365,3170,4195,9430,Active
390,LoanID_390,Product A,Male,Location 49,Region 6,21950,10/06/2020,5000,55,365,5600,6725,22350,Active
391,LoanID_391,Product C,NotSpecified,Location 91,Region 6,15300,06/12/2016,1000,45,365,2060,2805,12540,
392,LoanID_392,Product B,Male,Location 61,Region 6,16300,14/07/2018,2200,45,365,5601,5426,14551,
393,LoanID_393,Product B,Male,Location 159,Region 3,16300,12/05/2018,2200,45,365,3000,3965,13316,
394,LoanID_394,Product C,Male,Location 118,Region 4,15300,15/12/2016,1000,45,365,2340,3285,16160,
395,LoanID_395,Product B,Female,Location 13,Region 2,16300,02/03/2019,2200,45,365,3321,3766,13316,
396,LoanID_396,Product C,Female,Location 84,Region 5,15300,21/10/2016,1000,45,365,2380,3205,15280,
397,LoanID_397,Product A,Male,Location 30,Region 6,18950,15/11/2019,1000,55,365,550,1585,13230,
398,LoanID_398,Product A,Female,Location 111,Region 1,19950,21/07/2020,2200,55,365,1401,2446,16629,Active
399,LoanID_399,Product B,Male,Location 154,Region 4,16300,08/04/2018,2200,45,365,3440,4145,14900,Active
400,LoanID_400,Product B,Female,Location 175,Region 6,16300,25/06/2018,2200,45,365,3211,3816,9390,Active
401,LoanID_401,Product B,Male,Location 120,Region 3,16300,07/10/2018,2200,45,365,4801,6126,15401,Active
402,LoanID_402,Product B,Female,Location 60,Region 7,16300,07/02/2019,2200,45,365,3270,4265,12340,Active
403,LoanID_403,Product C,Male,Location 64,Region 2,15300,15/10/2016,1000,45,365,2020,3165,13620,Active
404,LoanID_404,Product B,Female,Location 52,Region 2,16300,05/05/2018,2200,45,365,3171,3556,7971,Active
405,LoanID_405,Product A,Female,Location 3,Region 1,18950,29/04/2020,1000,55,365,-2000,-1275,8690,Active
406,LoanID_406,Product B,NotSpecified,Location 82,Region 5,16300,24/02/2018,2200,45,365,3601,4431,16166,Active
407,LoanID_407,Product D,Male,Location 152,Region 3,19950,03/06/2017,2200,55,365,3550,4825,20350,Active
408,LoanID_408,Product A,NotSpecified,Location 60,Region 3,19950,06/01/2020,2200,55,365,1300,1725,7800,Active
409,LoanID_409,Product F,Male,Location 73,Region 6,68925,26/02/2020,8000,150,365,14560,17975,38903,Active
410,LoanID_410,Product C,Male,Location 142,Region 2,15300,17/09/2016,1000,45,365,2200,3405,14120,Active
411,LoanID_411,Product B,NotSpecified,Location 39,Region 6,16300,07/03/2018,2200,45,365,3361,4306,17250,Active
412,LoanID_412,Product B,Male,Location 21,Region 6,16300,23/11/2018,2200,45,365,3500,4275,16010,Active
413,LoanID_413,Product B,NotSpecified,Location 74,Region 1,16300,01/08/2018,2200,45,365,3500,4525,12780,
414,LoanID_414,Product C,Female,Location 56,Region 6,15300,18/03/2017,1000,45,365,3600,3425,11150,Active
415,LoanID_415,Product A,NotSpecified,Location 282,Region 2,21950,01/06/2020,5000,55,365,4900,5925,13005,Active
416,LoanID_416,Product A,NotSpecified,Location 113,Region 6,21950,24/07/2019,5000,55,365,5600,6925,18700,Active
417,LoanID_417,Product A,NotSpecified,Location 38,Region 6,18950,06/03/2020,1000,55,365,-1200,-925,12401,Active
418,LoanID_418,Product A,Female,Location 566,Region 6,21950,27/08/2019,5000,55,365,6600,7625,20310,Active
419,LoanID_419,Product B,Male,Location 365,Region 3,16300,02/08/2018,2200,45,365,3301,4266,16571,Active
420,LoanID_420,Product D,Male,Location 353,Region 7,19950,16/06/2017,2200,55,365,3400,4925,20600,Active
421,LoanID_421,Product E,Male,Location 66,Region 1,54325,23/02/2020,8000,120,365,12351,14176,26626,Active
422,LoanID_422,Product B,Male,Location 48,Region 6,16300,09/08/2018,2200,45,365,2140,2925,13480,Active
423,LoanID_423,Product D,Male,Location 108,Region 3,19950,18/10/2017,2200,55,365,3851,5176,17601,Active
424,LoanID_424,Product B,Male,Location 94,Region 4,16300,28/04/2019,2200,45,365,3251,4276,15491,Active
425,LoanID_425,Product A,Female,Location 61,Region 3,18950,13/11/2019,1000,55,365,600,2125,15950,Active
426,LoanID_426,Product C,Female,Location 45,Region 6,15300,25/10/2016,1000,45,365,2420,3285,15350,Active
427,LoanID_427,Product A,Male,Location 34,Region 6,18950,23/05/2020,1000,55,365,-1800,-525,14900,Active
428,LoanID_428,Product B,Male,Location 26,Region 2,16300,03/03/2019,2200,45,365,3501,4126,10876,Active
429,LoanID_429,Product B,NotSpecified,Location 2,Region 1,16300,28/03/2018,2200,45,365,3221,4426,17381,Active
430,LoanID_430,Product A,Male,Location 62,Region 6,18950,05/01/2020,1000,55,365,850,2025,13100,Active
431,LoanID_431,Product A,Female,Location 3,Region 2,,16/01/2020,1000,55,365,100,475,6650,Active
432,LoanID_432,Product A,NotSpecified,Location 29,Region 7,21950,21/04/2020,5000,55,365,5650,6975,22900,Active
433,LoanID_433,Product C,Male,Location 88,Region 13,13475,27/04/2018,1000,30,365,1415,1345,4240,Active
434,LoanID_434,Product C,Male,Location 34,Region 2,15300,24/07/2016,1000,45,365,2460,3285,16110,Active
435,LoanID_435,Product A,Female,Location 18,Region 2,21950,25/07/2019,5000,55,365,4700,5645,9648,Active
436,LoanID_436,Product A,Male,Location 214,Region 3,18950,28/10/2019,1000,55,365,240,465,11000,Active
437,LoanID_437,Product A,Male,Location 13,Region 1,21950,04/06/2019,5000,55,365,5850,6175,21500,Active
438,LoanID_438,Product A,Male,Location 84,Region 3,19950,10/12/2019,2200,55,365,1701,2926,14201,Active
439,LoanID_439,Product B,Female,Location 89,Region 6,16300,08/09/2018,2200,45,365,3180,4085,16930,Active
440,LoanID_440,Product D,Male,Location 22,Region 2,19950,30/08/2017,2200,55,365,3100,3525,5600,Active
441,LoanID_441,Product B,Male,Location 323,Region 2,16300,11/07/2018,2200,45,365,3340,4405,15100,Active
442,LoanID_442,Product A,Female,Location 473,Region 6,21950,22/04/2020,5000,55,365,5600,6925,22800,Active
443,LoanID_443,Product E,Female,Location 206,Region 6,54325,02/06/2020,8000,120,365,12801,16256,53681,Active
444,LoanID_444,Product C,Male,Location 57,Region 13,13475,03/03/2018,1000,30,365,2395,2990,4135,Active
445,LoanID_445,Product A,Female,Location 30,Region 6,21950,31/07/2019,5000,55,365,5450,6525,14470,Active
446,LoanID_446,Product C,Female,Location 9,Region 2,15300,23/10/2016,1000,45,365,2230,3435,15350,Active
447,LoanID_447,Product B,Male,Location 19,Region 2,16300,05/03/2019,2200,45,365,3501,4026,15041,Active
448,LoanID_448,Product A,Male,Location 68,Region 3,19950,07/07/2020,2200,55,365,1601,2526,11851,Active
449,LoanID_449,Product A,Male,Location 37,Region 3,18950,21/03/2020,1000,55,365,-2300,-1825,2830,Active
450,LoanID_450,Product B,Female,Location 61,Region 6,16300,13/04/2019,2200,45,365,3581,4186,16631,Active
451,LoanID_451,Product B,NotSpecified,Location 44,Region 6,16300,11/03/2018,2200,45,365,3380,4405,14520,Active
452,LoanID_452,Product C,Male,Location 32,Region 9,15300,31/08/2016,1000,45,365,2300,3325,15900,Active
453,LoanID_453,Product A,Female,Location 22,Region 6,19950,03/07/2020,2200,55,365,1251,1676,7651,
454,LoanID_454,Product B,Female,Location 145,Region 3,16300,01/05/2019,2200,45,365,3420,4365,17480,Active
455,LoanID_455,Product B,Female,Location 9,Region 7,16300,05/06/2018,2200,45,365,3800,3875,15110,Active
456,LoanID_456,Product B,Female,Location 30,Region 1,16300,14/05/2019,2200,45,365,3376,4261,17211,Active
457,LoanID_457,Product B,Male,Location 44,Region 6,16300,24/12/2018,2200,45,365,4001,4726,17241,Active
458,LoanID_458,Product A,Male,Location 62,Region 6,21950,24/05/2020,5000,55,365,5500,6275,21770,Active
459,LoanID_459,Product B,Female,Location 60,Region 3,16300,19/06/2018,2200,45,365,3201,4086,11951,Active
460,LoanID_460,Product B,Male,Location 4,Region 3,16300,20/04/2018,2200,45,365,3291,4256,16706,Active
461,LoanID_461,Product B,Male,Location 6,Region 6,16300,31/12/2018,2200,45,365,3800,4345,16200,Active
462,LoanID_462,Product A,Male,Location 73,Region 6,21950,27/08/2019,5000,55,365,5600,7425,23108,Active
463,LoanID_463,Product B,Male,Location 69,Region 6,16300,08/03/2019,2200,45,365,3241,4346,16831,Active
464,LoanID_464,Product B,Male,Location 166,Region 1,16300,22/05/2018,2200,45,365,3220,4165,12960,Active
465,LoanID_465,Product A,Male,Location 87,Region 6,18950,29/10/2019,1000,55,365,670,1925,13300,Active
466,LoanID_466,Product D,Male,Location 1,Region 5,19950,27/04/2017,2200,55,365,3950,5575,20625,Active
467,LoanID_467,Product D,Male,Location 227,Region 6,19950,20/05/2017,2200,55,365,3601,5056,19081,Active
468,LoanID_468,Product D,Male,Location 70,Region 15,19950,20/10/2017,2200,55,365,3200,4425,17850,Active
469,LoanID_469,Product A,Female,Location 79,Region 1,19950,02/07/2020,2200,55,365,1800,3125,17550,Active
470,LoanID_470,Product B,Male,Location 4,Region 1,16300,18/07/2018,2200,45,365,3261,4226,14181,Active
471,LoanID_471,Product B,Female,Location 296,Region 1,,24/11/2018,2200,45,365,3501,4346,14101,Active
472,LoanID_472,Product A,Male,Location 94,Region 4,19950,26/07/2020,2200,55,365,1800,3875,19000,Active
473,LoanID_473,Product A,Female,Location 642,Region 3,18950,13/01/2020,1000,55,365,810,1245,7160,Active
474,LoanID_474,Product B,Female,Location 3,Region 2,16300,17/07/2018,2200,45,365,7300,10125,17050,Active
475,LoanID_475,Product D,Female,Location 105,Region 6,19950,14/05/2017,2200,55,365,3551,4426,17846,Active
476,LoanID_476,Product B,Male,Location 91,Region 3,16300,11/05/2019,2200,45,365,4281,5386,17591,Active
477,LoanID_477,Product B,NotSpecified,Location 644,Region 6,16300,23/04/2019,2200,45,365,3301,4206,17036,Active
478,LoanID_478,Product A,Female,Location 11,Region 2,18950,13/05/2020,1000,55,365,-1600,-175,15600,Active
479,LoanID_479,Product B,Female,Location 547,Region 1,16300,15/12/2018,2200,45,365,3501,4556,13821,Active
480,LoanID_480,Product B,NotSpecified,Location 84,Region 3,16300,25/02/2019,2200,45,365,3301,4326,15001,Active
481,LoanID_481,Product A,Female,Location 61,Region 2,21950,27/06/2019,5000,55,365,5600,6935,18632,Active
482,LoanID_482,Product B,Female,Location 637,Region 2,16300,05/08/2018,2200,45,365,3220,4455,17470,Active
483,LoanID_483,Product A,Male,Location 97,Region 6,18950,27/10/2019,1000,55,365,-250,-425,650,Blocked
484,LoanID_484,Product B,Male,Location 46,Region 6,16300,24/04/2019,2200,45,365,9301,9126,10701,Blocked
485,LoanID_485,Product D,Male,Location 59,Region 10,19950,15/10/2017,2200,55,365,3850,4925,13110,Blocked
486,LoanID_486,Product B,Male,Location 574,Region 2,16300,29/03/2018,2200,45,365,2500,2325,3600,Blocked
487,LoanID_487,Product B,NotSpecified,Location 26,Region 1,16300,24/05/2018,2200,45,365,4900,4725,8250,Blocked
488,LoanID_488,Product A,Male,Location 49,Region 3,18950,12/02/2020,1000,55,365,450,1425,6950,Blocked
489,LoanID_489,Product D,Female,Location 39,Region 6,16300,11/02/2018,2200,45,365,3081,3376,8781,Blocked
490,LoanID_490,Product A,Male,Location 20,Region 1,18950,15/03/2020,1000,55,365,-1750,-605,2480,Blocked
491,LoanID_491,Product A,Male,Location 529,Region 6,19950,21/11/2019,2200,55,365,2051,2876,4801,Blocked
492,LoanID_492,Product B,NotSpecified,Location 554,Region 6,16300,19/01/2019,2200,45,365,3021,3266,5481,Blocked
493,LoanID_493,Product B,Male,Location 323,Region 2,16300,11/05/2019,2200,45,365,2101,1926,3001,
494,LoanID_494,Product A,Male,Location 108,Region 3,18950,27/11/2019,1000,55,365,250,75,1150,Blocked
495,LoanID_495,Product C,Male,Location 59,Region 2,15300,11/12/2016,1000,45,365,2180,2725,6280,Blocked
496,LoanID_496,Product C,Male,Location 114,Region 6,15300,02/06/2016,1000,45,365,2675,3560,16600,Finished Payment
497,LoanID_497,Product C,Male,Location 19,Region 6,15300,10/11/2016,1000,45,365,2340,3605,16600,Finished Payment
498,LoanID_498,Product B,Female,Location 48,Region 6,16300,08/09/2018,2200,45,365,3501,4526,17600,Finished Payment
499,LoanID_499,Product D,Female,Location 275,Region 3,19950,09/11/2017,2200,55,365,4100,5325,21250,Finished Payment
500,LoanID_500,Product D,Male,Location 27,Region 3,19950,24/08/2017,2200,55,365,3850,6175,21250,Finished Payment
501,LoanID_501,Product C,Male,Location 218,Region 6,15300,12/08/2016,1000,45,365,6900,7525,16600,Finished Payment
502,LoanID_502,Product C,Male,Location 17,Region 6,15300,01/10/2016,1000,45,365,2660,3635,16600,Finished Payment
